gene_id	Tamaulipas-pistils-0hr-25C-R1_	Tamaulipas-pistils-0hr-25C-R2_	Tamaulipas-pistils-3hr-25C-R1_	Tamaulipas-pistils-3hr-25C-R2_	Tamaulipas-pistils-3hr-37C-R1_	Tamaulipas-pistils-3hr-37C-R2_	Tamaulipas-pistils-8hr-25C-R1_	Tamaulipas-pistils-8hr-25C-R2_	Tamaulipas-pistils-8hr-37C-R1_	Tamaulipas-pistils-8hr-37C-R2_
Solyc00g500001.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500002.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500003.1.1	0.015737	0.000000	0.024794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500004.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500005.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500006.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500007.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066665	0.000000	0.000000	0.000000
Solyc00g500008.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500009.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500010.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500011.1.1	0.007162	0.000000	0.003674	0.000000	0.000000	0.000000	0.014573	0.000000	0.004181	0.000000
Solyc00g500012.1.1	0.000000	0.000000	0.031370	0.000000	0.000000	0.000000	0.026033	0.000000	0.000000	0.000000
Solyc00g500013.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500014.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500015.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500016.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500017.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500018.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g014290.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g005280.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500019.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500020.1.1	0.442126	0.392585	0.530934	0.560209	1.729205	0.444195	1.178615	0.545635	0.933550	0.708163
Solyc00g500021.1.1	5.137394	1.536654	3.220169	4.975484	3.371290	5.001883	6.381793	4.631227	3.597780	4.778147
Solyc00g500022.1.1	0.813768	1.481597	1.678828	1.470098	1.372210	0.898107	2.322909	0.994064	2.289211	1.374955
Solyc00g180440.1.1	1.553963	0.846103	0.603429	2.976209	2.707788	0.000000	1.573842	2.719723	0.000000	0.943055
Solyc00g500023.1.1	8.863999	15.480953	9.128944	10.168651	10.687481	7.454721	11.212127	8.969303	6.425648	7.134547
Solyc00g500024.1.1	0.659158	1.193950	2.175471	1.012808	3.833357	0.727891	2.723263	1.440041	1.104459	0.787821
Solyc00g500025.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.123364	0.000000	0.000000
Solyc00g500026.1.1	0.000000	0.000000	0.000000	0.000000	0.773654	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500027.1.1	0.138042	0.479115	2.013109	0.536819	4.651962	0.325080	1.974040	0.565180	0.725901	0.305067
Solyc00g500028.1.1	0.204688	0.000000	0.000000	0.328142	1.702184	0.142004	0.312228	0.000000	0.000000	0.000000
Solyc00g500029.1.1	0.000000	0.000000	0.472385	0.000000	2.442572	0.000000	0.000000	0.000000	0.000000	1.148067
Solyc00g500030.1.1	0.423889	0.643044	0.982575	0.133471	1.355557	0.819964	1.235451	0.142748	0.730847	0.593383
Solyc00g500031.1.1	0.174347	1.015219	0.068892	0.430811	0.681011	0.056969	0.220501	0.278428	0.466877	0.289889
Solyc00g500032.1.1	0.149929	0.353674	0.231019	0.367295	1.260955	0.671187	0.157692	0.788927	0.775077	0.818777
Solyc00g500033.1.1	0.000000	0.000000	0.000000	0.000000	0.235629	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500034.1.1	0.988014	1.766617	1.437276	1.838827	1.547829	0.657358	1.719896	1.112166	1.422073	1.036608
Solyc00g500035.1.1	45.778944	74.931061	49.525909	72.277422	52.678308	19.103390	98.735334	46.034859	41.118557	43.372779
Solyc00g500036.1.1	10.059127	6.596102	8.763043	6.691166	16.601377	5.476763	15.730403	3.268250	7.051983	3.331341
Solyc00g500037.1.1	1.593494	1.857849	1.843401	0.908279	3.110811	1.238044	2.115470	1.237056	1.487573	1.024932
Solyc00g500038.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500039.1.1	0.000000	0.000000	0.320082	0.000000	0.773153	0.000000	0.000000	0.000000	0.120639	0.106046
Solyc00g500040.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500041.1.1	0.362141	0.276245	0.000000	0.297018	0.658450	0.000000	0.895802	0.400588	0.000000	0.000000
Solyc00g500042.1.1	10.185344	9.879163	9.058491	17.606334	5.241089	4.766681	17.533835	12.293934	6.001161	9.592282
Solyc00g500043.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500047.1.1	3.413977	2.530810	4.675451	3.667421	3.492596	1.835597	8.787469	2.052513	2.181963	2.558545
Solyc00g277510.1.1	2.565392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.562241	4.551915
Solyc00g500048.1.1	2.448368	2.940357	3.999561	2.192331	3.941638	1.837931	3.548534	3.530521	1.599278	1.606211
Solyc00g500049.1.1	0.000000	0.000000	0.000000	0.000000	1.855186	0.000000	0.000000	0.000000	0.841257	0.303584
Solyc00g500050.1.1	0.000000	0.000000	0.000000	0.000000	0.769768	0.776420	2.017858	1.396444	1.521767	0.000000
Solyc00g500051.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	3.422489	0.610429	0.000000	0.000000	0.000000
Solyc00g500052.1.1	0.000000	0.025327	0.000000	0.028976	0.000000	0.000000	0.118317	0.056030	0.000000	0.148965
Solyc00g500053.1.1	0.000000	0.000000	0.384455	0.113574	0.151329	0.000000	0.411244	0.059921	0.086188	0.060014
Solyc00g500054.1.1	1.657461	3.130359	4.575395	4.095396	14.467374	4.309931	6.050104	3.969974	3.762375	4.118872
Solyc00g500055.1.1	15.621435	36.153383	19.501765	60.085756	9.231424	12.189588	36.091865	47.310320	3.476526	14.830514
Solyc00g500056.1.1	0.563642	0.623358	2.381643	0.836371	3.826835	0.789974	2.873702	1.061115	1.138771	0.676637
Solyc00g500057.1.1	0.152607	0.505040	1.398525	0.216765	2.653308	0.594093	2.136395	0.844156	0.707136	0.523620
Solyc00g500058.1.1	4.776683	7.565331	4.840120	11.236298	5.066418	2.443344	13.573436	13.055587	5.213262	7.341126
Solyc00g500059.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500060.1.1	1.624662	3.650729	1.235323	5.167714	2.352200	1.971035	3.443144	6.087950	1.512747	5.527563
Solyc00g500061.1.1	0.686640	0.404915	0.929790	0.620977	1.417923	0.881400	1.799207	0.330563	1.039301	0.113906
Solyc00g500062.1.1	1.229508	2.030804	2.257289	3.129648	1.660061	2.468511	4.163926	2.197913	1.117398	1.665476
Solyc00g500063.1.1	7.398370	15.385204	9.227755	24.476319	13.823464	9.580815	18.494726	19.057740	6.312583	13.294525
Solyc00g500064.1.1	99.638236	92.400450	89.354862	83.497512	90.282054	85.708278	71.757228	76.456051	86.769239	73.351612
Solyc00g500065.1.1	0.208968	0.523328	0.665440	0.513343	2.606473	0.098872	1.758873	0.795427	0.371896	0.496637
Solyc00g500066.1.1	2.202683	2.617018	2.607112	8.117498	1.694132	0.956148	4.166051	3.700022	2.597662	1.066117
Solyc00g500069.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500070.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.301673	0.436160	0.000000	0.000000
Solyc00g500073.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141650
Solyc00g500084.1.1	0.000000	0.000000	0.000000	0.209088	0.000000	0.000000	0.118535	0.426726	0.000000	0.000000
Solyc00g500085.1.1	0.802690	1.289379	0.281694	1.459099	3.152623	0.788853	1.749120	1.283781	1.387435	1.176700
Solyc00g500086.1.1	0.000000	0.000000	0.408229	0.000000	1.008723	0.055157	0.000000	0.000000	0.376542	0.396320
Solyc00g500087.1.1	0.319409	0.554679	0.729561	0.884265	1.259041	0.461266	0.852571	0.410272	0.288854	0.447626
Solyc00g500088.1.1	5.909428	8.392584	5.816987	8.767644	3.982187	2.882273	8.229584	6.276976	3.809393	4.260312
Solyc00g500089.1.1	0.000000	0.000000	0.000000	0.000000	0.001024	0.000000	0.002125	0.000000	0.000000	0.000000
Solyc00g500090.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500091.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g011670.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g011660.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500092.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500093.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500094.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500095.1.1	0.000000	0.047578	0.000000	0.029037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500096.1.1	0.052948	0.094679	0.000000	0.116866	0.142083	0.000000	0.000000	0.031437	0.000000	0.000000
Solyc00g011560.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500097.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500098.1.1	0.000000	0.000000	0.000000	0.000000	12.902945	3.850267	4.451360	0.000000	11.056232	5.983835
Solyc00g500099.1.1	6.179515	7.550019	3.908546	4.266409	13.509051	9.394085	10.149967	4.311175	10.026597	12.842666
Solyc00g500100.1.1	2.948308	3.128006	2.877858	2.148434	19.618015	12.897471	15.280191	2.683400	20.715898	15.428689
Solyc00g500101.1.1	3.499270	2.223967	5.065055	1.879852	32.622536	16.866717	27.473382	3.315273	40.155511	29.939902
Solyc00g500102.1.1	0.000000	0.000000	1.726055	0.000000	18.471691	8.124722	25.067911	0.000000	31.095576	13.721698
Solyc00g153980.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g309530.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g164580.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g210860.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.316021	0.000000	0.526681	0.000000
Solyc00g025400.2.1	0.288879	0.000000	0.000000	0.056224	0.447118	0.256850	0.352785	0.116017	0.433846	0.536781
Solyc00g022070.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g022080.1.1	0.000000	0.748958	0.000000	0.000000	2.047907	0.899725	1.388684	0.000000	0.000000	0.000000
Solyc00g022090.1.1	0.875784	0.722399	0.447851	0.932256	2.045810	0.701361	1.238324	0.200290	1.262291	1.247506
Solyc00g022100.1.1	4.572166	3.219456	3.016227	3.644813	20.860071	7.430975	42.775081	2.848677	30.394666	8.613844
Solyc00g500103.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184094	0.000000	0.117384	0.000000
Solyc00g072800.2.1	0.251076	0.370716	0.154463	0.208326	0.981434	0.780166	0.786539	0.500744	0.696122	0.365326
Solyc00g500104.1.1	0.925017	0.803551	0.000000	0.668028	1.489466	0.607405	0.707529	0.677433	0.000000	0.954319
Solyc00g500105.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500106.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135310	0.000000
Solyc00g500107.1.1	0.000000	0.000000	0.000000	0.000000	0.079325	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500108.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g281110.1.1	0.136669	0.000000	0.000000	0.516023	1.600268	0.000000	0.865813	0.000000	0.708216	0.000000
Solyc00g500109.1.1	0.000000	0.000000	0.000000	0.000000	0.229589	0.000000	0.674012	0.000000	0.000000	0.000000
Solyc00g500110.1.1	0.072099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124691	0.000000
Solyc00g500111.1.1	0.000000	0.000000	0.000000	0.000000	0.236898	0.000000	0.000000	0.373478	0.000000	0.000000
Solyc00g500112.1.1	0.935057	0.000000	3.102380	0.000000	21.554505	4.605495	11.031008	0.000000	25.783032	5.906544
Solyc00g142160.1.1	0.406738	2.500983	1.877684	0.939427	3.937344	0.868471	3.588809	1.254241	2.097030	0.781960
Solyc00g142170.2.1	0.279621	0.238863	0.051116	0.094221	0.487737	0.669677	0.402013	0.301377	0.703980	0.261843
Solyc00g500113.1.1	0.000000	0.000000	0.000000	0.000000	1.054982	0.166847	0.765453	0.000000	0.802389	0.000000
Solyc00g500114.1.1	0.000000	0.000000	0.000000	0.000000	0.054207	0.000000	0.164815	0.075941	0.000000	0.000000
Solyc00g500115.1.1	0.204797	0.910744	0.209500	0.393854	2.560728	2.843086	2.177873	0.509052	3.804092	2.021368
Solyc00g500116.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500117.1.1	0.068881	0.000000	0.000000	0.000000	0.237261	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500120.1.1	0.677589	0.000000	2.933619	0.000000	0.000000	0.000000	2.172578	0.000000	1.240121	0.419136
Solyc00g500121.1.1	0.000000	0.000000	0.162813	0.000000	0.000000	0.000000	0.074316	0.000000	0.000000	0.048823
Solyc00g015600.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500122.1.1	0.000000	0.000000	0.268906	0.000000	0.077399	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g007330.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g007340.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g007350.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500124.1.1	0.000000	0.000000	0.000000	0.000018	0.000001	0.000000	0.000017	0.000000	0.000000	0.000000
Solyc00g500125.1.1	11.316129	5.068800	7.403956	5.962610	3.944270	2.639993	5.945687	4.876978	5.627066	6.136867
Solyc00g500129.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500130.1.1	6.819394	7.358726	46.961312	6.689252	108.066024	15.817393	50.903703	12.913062	29.119175	17.783362
Solyc00g500134.1.1	1.659970	1.755188	1.632662	3.371045	1.850706	0.000000	1.476516	2.732488	1.569530	2.369811
Solyc00g500139.1.1	0.220448	0.000000	0.000000	0.000000	0.000000	0.000000	0.259715	0.000000	0.000000	0.000000
Solyc00g500140.1.1	310.284179	355.418644	277.067308	288.363037	286.232782	155.479804	302.787794	188.367450	206.081181	177.414059
Solyc00g500141.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500142.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500143.1.1	0.727353	4.426984	0.603738	10.853007	0.753914	2.149518	1.016308	9.823854	0.508363	1.920998
Solyc00g500145.1.1	0.000000	0.355497	0.503672	0.359427	0.873073	0.000000	0.924902	0.000000	0.000000	0.727152
Solyc00g500146.1.1	0.106805	0.225332	0.506980	0.052290	0.181430	0.000000	0.388243	0.065500	0.489924	0.059080
Solyc00g500147.1.1	0.000000	0.000000	0.000000	0.000000	0.009492	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500148.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500149.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016359	0.000000	0.000000	0.000000
Solyc00g500150.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500151.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500152.1.1	0.615278	1.021221	0.000000	1.154917	1.003115	0.000000	0.997600	0.987750	0.173992	1.187479
Solyc00g500153.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500154.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500155.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500156.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500157.1.1	0.000000	0.088967	0.000000	0.000000	0.048708	0.000000	0.045588	0.092464	0.000000	0.000000
Solyc00g500158.1.1	0.156613	0.000000	0.611584	0.000000	0.000000	0.000000	0.158516	0.087222	0.137569	0.000000
Solyc00g500159.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500160.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500161.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003397	0.000000	0.000000	0.000000
Solyc00g500162.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500163.1.1	0.000000	0.000000	0.000000	0.005840	0.000000	0.000000	0.004290	0.000000	0.000000	0.002931
Solyc00g500164.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500165.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g112190.2.1	0.134240	0.000000	0.070293	0.074148	0.022918	0.060089	0.000000	0.026036	0.236759	0.160479
Solyc00g500166.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500167.1.1	0.367491	0.534114	0.307359	0.236164	1.424837	1.068386	0.701066	0.184384	1.464467	1.195249
Solyc00g230080.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g316530.1.1	0.000000	0.000000	0.637348	0.000000	0.000000	0.000000	1.314265	0.549731	0.000000	2.296135
Solyc00g069880.2.1	0.000000	0.085644	0.000000	0.090579	0.036925	0.051730	0.000000	0.000000	0.059615	0.047924
Solyc00g500168.1.1	0.457115	0.042080	0.000000	0.419740	2.558003	1.141098	1.076355	0.131627	2.447308	1.035886
Solyc00g013100.1.1	0.000000	0.509291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.574034
Solyc00g013110.1.1	1.637211	0.000000	0.000000	0.000000	1.634479	0.899725	0.332502	0.000000	0.557215	0.807600
Solyc00g126010.1.1	8.262847	3.154407	0.000000	2.044433	0.000000	2.474245	11.360197	7.213246	0.000000	2.200462
Solyc00g126000.1.1	0.000000	0.000000	30.915867	0.000000	0.000000	0.000000	21.201922	0.000000	35.652675	0.000000
Solyc00g125990.1.1	0.000000	0.395996	0.000000	0.000000	14.710380	7.664324	7.930398	1.043096	13.830727	10.318757
Solyc00g125980.1.1	11.532503	11.161136	9.790481	10.467902	4.895514	9.517424	7.303632	4.613816	0.000000	0.977983
Solyc00g244300.1.1	10.528767	9.402298	9.202621	10.811112	4.656681	2.474245	14.959566	3.812071	0.549594	3.960832
Solyc00g244290.1.1	4.333231	8.483944	2.750906	6.037878	10.270860	6.436810	5.888530	6.465332	6.877000	7.996377
Solyc00g244280.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500169.1.1	4.083109	3.678225	2.810072	3.929725	9.628110	3.788703	8.550197	2.423027	7.776768	5.303936
Solyc00g500170.1.1	0.000000	0.126415	0.000000	0.513297	0.594188	0.000000	0.000000	0.000000	0.438754	0.000000
Solyc00g013170.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g013180.1.1	3.279176	2.864422	4.223604	2.855866	29.891809	9.121562	14.752242	4.205455	16.470830	12.975928
Solyc00g500171.1.1	1.868266	2.454422	2.665869	2.803565	15.734105	9.923551	11.117705	3.047085	14.000355	11.124552
Solyc00g500172.1.1	2.309671	2.096404	1.310404	0.736146	17.562230	8.051384	8.194085	1.423255	14.714904	7.995780
Solyc00g320430.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.573842	0.000000	0.000000	1.760370
Solyc00g500173.1.1	0.000000	0.000000	0.000000	0.000000	0.099152	0.066941	0.353567	0.000000	0.000000	0.000000
Solyc00g019750.1.1	0.000000	1.886263	3.902867	0.000000	9.455766	1.141959	3.497426	2.981235	5.796054	8.124785
Solyc00g019730.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.599105
Solyc00g500174.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500175.1.1	0.000000	0.000000	0.000000	0.020849	0.028428	0.000000	0.014269	0.000000	0.000000	0.000000
Solyc00g500176.1.1	0.000000	0.000000	0.000000	0.025698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500177.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500178.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500179.1.1	0.000000	0.000000	0.000000	0.000000	0.005234	0.000000	0.000000	0.000000	0.003096	0.000000
Solyc00g500180.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500181.1.1	0.000000	0.000000	0.000000	0.000000	0.553471	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500182.1.1	3.011115	1.373644	0.872962	1.916926	2.882383	2.770949	2.666990	0.999628	2.898004	2.638432
Solyc00g118680.2.1	0.000000	0.209985	0.000000	0.637177	0.360566	0.906415	0.270584	0.339965	0.443046	0.707292
Solyc00g118690.1.1	1.599106	3.040544	0.491517	3.489301	10.730505	4.309974	4.757397	2.500391	6.594154	5.110752
Solyc00g023600.1.1	0.000000	0.000000	0.000000	0.381211	0.000000	0.000000	0.000000	0.000000	0.000000	0.425608
Solyc00g023590.2.1	0.000000	0.031107	0.000000	0.000000	0.188304	0.292099	0.053236	0.000000	0.000000	0.101044
Solyc00g023580.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g023570.1.1	0.000000	0.841804	0.000000	0.000000	1.689378	1.347318	0.185522	0.232769	0.602031	0.969011
Solyc00g014860.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.926382	0.000000	0.748940	0.000000
Solyc00g014850.1.1	1.995467	0.480463	1.536608	0.986873	5.374768	4.020647	4.449494	2.109173	5.471968	5.776214
Solyc00g500183.1.1	0.202804	0.250302	0.000000	0.000000	1.918968	0.968183	0.637616	0.000000	0.697057	2.009118
Solyc00g500184.1.1	0.895762	1.071740	1.443760	1.132296	14.502155	7.756580	11.900811	0.761859	13.820099	9.895418
Solyc00g500185.1.1	0.209221	0.306459	0.436781	0.185522	3.875687	1.925508	4.093550	0.093145	4.461502	1.766081
Solyc00g014810.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g014800.1.1	0.230979	0.096462	0.477668	0.000000	0.165218	0.120208	0.245824	0.529454	0.000000	0.324658
Solyc00g014790.2.1	0.395968	0.663949	0.361420	0.307654	0.681052	0.150449	0.035323	0.226620	0.462291	0.232178
Solyc00g094550.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.797051	0.574164	0.000000	0.586790
Solyc00g094540.1.1	0.000000	0.000000	0.000000	0.000000	0.464308	0.251330	0.000000	0.000000	0.000000	0.242253
Solyc00g094530.1.1	2.132182	3.334185	1.849958	1.806629	15.649907	9.416905	20.622752	2.088142	12.466496	13.012676
Solyc00g094520.1.1	1.211462	11.317581	0.000000	4.070851	15.473072	19.793957	6.441790	4.306228	12.669300	19.070675
Solyc00g023700.2.1	0.000000	0.069626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g023710.1.1	0.401867	0.054062	0.069717	0.000000	0.094347	0.130574	0.236395	0.000000	0.155985	0.000000
Solyc00g049210.1.1	0.205736	0.431169	0.833695	0.348883	3.950743	2.178981	1.618436	0.465895	3.253294	2.803223
Solyc00g049220.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc00g500186.1.1	0.000000	0.000000	0.000000	0.000000	9.230295	2.153085	0.000000	0.000000	18.545330	3.754925
Solyc00g500187.1.1	0.204638	0.224192	0.366008	0.336426	0.115862	0.137383	0.474542	0.625033	1.080846	0.167138
Solyc00g021660.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.556177	0.000000	0.000000	0.000000
